node_id,node_name,node_type,0,1,2,3,4,5,6,7,feat_name,score,mean,std,dist
0,ts-assurance-service-69876c9868-sscp4,pod,0.17830907,0.07367043,0.60539246,0.60523987,0.0,0.0,0.5677503,0.8274599,feat,2.077307358803179,0.05782498645068111,0.06682577809979327,0.19664267
0,ts-assurance-service-69876c9868-sscp4,pod,0.17645414,0.0914159,0.45608753,0.45014566,0.00016963827,1.6069036e-05,0.63621134,0.9055196,feat_mean,2.077307358803179,0.05782498645068111,0.06682577809979327,0.19664267
0,ts-assurance-service-69876c9868-sscp4,pod,0.1651037,0.08646916,0.595766,0.58855903,0.00019277238,1.3987839e-05,0.577132,0.83621466,feat_pred,2.077307358803179,0.05782498645068111,0.06682577809979327,0.19664267
1,ts-auth-service-7f8d7d756d-vx7bh,pod,0.62466496,0.47309732,0.34640503,0.34635925,0.0,0.0,0.67050874,0.9427378,feat,0.0,0.34353871054805274,0.21626848821655326,0.088662155
1,ts-auth-service-7f8d7d756d-vx7bh,pod,0.5392207,0.427471,0.4803713,0.48034108,0.00042871883,9.081592e-05,0.6493791,0.9133796,feat_mean,0.0,0.34353871054805274,0.21626848821655326,0.088662155
1,ts-auth-service-7f8d7d756d-vx7bh,pod,0.5985257,0.48351794,0.3433624,0.34422225,0.0003355652,7.482994e-05,0.649727,0.9480569,feat_pred,0.0,0.34353871054805274,0.21626848821655326,0.088662155
2,ts-basic-service-5dc8d4f9fd-58xkn,pod,0.32613635,0.18062536,0.6016922,0.60054684,0.0,0.0,0.75979936,0.9295219,feat,0.0,0.06948426430125555,0.0791345236532382,0.036214292
2,ts-basic-service-5dc8d4f9fd-58xkn,pod,0.2905022,0.17254558,0.6065603,0.6043705,0.00030922663,3.8957012e-05,0.74144316,0.92459935,feat_mean,0.0,0.06948426430125555,0.0791345236532382,0.036214292
2,ts-basic-service-5dc8d4f9fd-58xkn,pod,0.31869653,0.1887155,0.59224105,0.589645,0.000318357,3.53114e-05,0.75658983,0.9296655,feat_pred,0.0,0.06948426430125555,0.0791345236532382,0.036214292
3,ts-cancel-service-756f6c4675-n8l65,pod,0.40485555,0.31030068,0.5031128,0.5031128,0.0,0.0,0.36436772,0.89696336,feat,0.0,0.22968606316571527,0.11259463264885182,0.1080315
3,ts-cancel-service-756f6c4675-n8l65,pod,0.359272,0.24707913,0.6126434,0.61269885,0.00025000106,2.4750325e-05,0.35361162,0.85218626,feat_mean,0.0,0.22968606316571527,0.11259463264885182,0.1080315
3,ts-cancel-service-756f6c4675-n8l65,pod,0.43623295,0.30472085,0.50066507,0.5016105,0.00022290727,2.4696408e-05,0.36622128,0.89979136,feat_pred,0.0,0.22968606316571527,0.11259463264885182,0.1080315
4,ts-config-service-5fcd447d84-f8khv,pod,0.37323067,0.2677235,0.16018677,0.16014099,0.0,0.0,0.41362762,0.920709,feat,0.0,0.19361133598960834,0.1573512944048021,0.09079895
4,ts-config-service-5fcd447d84-f8khv,pod,0.36685506,0.25199798,0.56146175,0.56131303,0.00023876452,2.5186659e-05,0.374869,0.85646874,feat_mean,0.0,0.19361133598960834,0.1573512944048021,0.09079895
4,ts-config-service-5fcd447d84-f8khv,pod,0.4093165,0.2782961,0.16158953,0.16368727,0.00011392355,1.908445e-05,0.41510457,0.92074144,feat_pred,0.0,0.19361133598960834,0.1573512944048021,0.09079895
5,ts-contacts-service-866bd68c97-b6rfg,pod,0.9998118,0.999767,0.3069229,0.30594826,0.0,0.0,0.3488779,0.89011526,feat,10.300624365660028,0.07723825234448958,0.12090164884763654,1.3226007
5,ts-contacts-service-866bd68c97-b6rfg,pod,0.16424626,0.08974812,0.087836914,0.085819915,7.045673e-05,1.0563256e-05,0.36255053,0.8572539,feat_mean,10.300624365660028,0.07723825234448958,0.12090164884763654,1.3226007
5,ts-contacts-service-866bd68c97-b6rfg,pod,1.0285386,1.0368875,0.31734383,0.31291446,0.0005854878,0.00019736371,0.3671777,0.88777304,feat_pred,10.300624365660028,0.07723825234448958,0.12090164884763654,1.3226007
6,ts-delivery-service-7d97b69596-jngz4,pod,0.07478809,0.03335417,0.30877686,0.3084755,0.0,0.0,0.22091293,0.87361515,feat,0.0,0.2414332837673101,0.30317875910948483,0.034208775
6,ts-delivery-service-7d97b69596-jngz4,pod,0.13986146,0.07875134,0.38079605,0.37929872,7.0934526e-05,4.8333677e-06,0.22941622,0.84206784,feat_mean,0.0,0.2414332837673101,0.30317875910948483,0.034208775
6,ts-delivery-service-7d97b69596-jngz4,pod,0.09077637,0.04571363,0.310371,0.30475217,4.1680458e-05,2.1269934e-06,0.20678942,0.8762766,feat_pred,0.0,0.2414332837673101,0.30317875910948483,0.034208775
7,ts-execute-service-775f544d9-xhnd8,pod,0.25893116,0.16055602,0.21167755,0.21152496,0.0,0.0,0.30138433,0.86728555,feat,0.0,0.3734717092725625,0.271294027365727,0.009016991
7,ts-execute-service-775f544d9-xhnd8,pod,0.31246883,0.20858422,0.36714852,0.36706412,0.00015845914,1.9331625e-05,0.3434284,0.8544305,feat_mean,0.0,0.3734717092725625,0.271294027365727,0.009016991
7,ts-execute-service-775f544d9-xhnd8,pod,0.2513106,0.15567185,0.21237075,0.21321927,8.4621424e-05,9.0116855e-06,0.2901574,0.8634475,feat_pred,0.0,0.3734717092725625,0.271294027365727,0.009016991
8,ts-food-service-f5756978c-55kmn,pod,0.1891325,0.11652382,0.28909302,0.28903198,0.0,0.0,0.37813807,0.9137929,feat,0.0,0.19454432068729233,0.1080398509857865,0.04908544
8,ts-food-service-f5756978c-55kmn,pod,0.20643525,0.12107114,0.31133795,0.3093263,0.00011067824,1.1293691e-05,0.37253165,0.8568177,feat_mean,0.0,0.19454432068729233,0.1080398509857865,0.04908544
8,ts-food-service-f5756978c-55kmn,pod,0.19157363,0.107279785,0.281667,0.2789397,8.635746e-05,7.697662e-06,0.36736032,0.90590316,feat_pred,0.0,0.19454432068729233,0.1080398509857865,0.04908544
9,ts-gateway-service-6f6cfc45b-ncwck,pod,0.7467401,0.729247,0.43041992,0.4303894,0.0,0.0,0.80842507,0.8252952,feat,0.0,0.33907076915243056,0.11428099196678096,0.09307766
9,ts-gateway-service-6f6cfc45b-ncwck,pod,0.70903635,0.65047055,0.5559393,0.55866927,0.00154409,0.0005282212,0.81302613,0.82383496,feat_mean,0.0,0.33907076915243056,0.11428099196678096,0.09307766
9,ts-gateway-service-6f6cfc45b-ncwck,pod,0.764249,0.725258,0.4230403,0.42641455,0.0014971806,0.0005831976,0.8177003,0.8230337,feat_pred,0.0,0.33907076915243056,0.11428099196678096,0.09307766
10,ts-inside-payment-service-6f94c49ccd-ql78t,pod,0.65301394,0.5531418,0.42087173,0.42037773,0.0,0.0,0.7572343,0.9228396,feat,1.0033133903551978,0.18970939658532432,0.1761231651077201,0.36641613
10,ts-inside-payment-service-6f94c49ccd-ql78t,pod,0.45838943,0.34616902,0.52564263,0.52596104,0.00040557564,7.8757075e-05,0.5276765,0.87871367,feat_mean,1.0033133903551978,0.18970939658532432,0.1761231651077201,0.36641613
