u,u_name,v,v_name,score_diff,score,score_counter
139,ts-order-service-HTTP GET /api/v1/orderservice/order/status/{orderId}/{status},98,ts-inside-payment-service-HTTP GET /api/v1/orderservice/order/status/{orderId}/{status},9.726105186584139,9.726105186584139,0.0
139,ts-order-service-HTTP GET /api/v1/orderservice/order/status/{orderId}/{status},62,ts-execute-service-HTTP GET /api/v1/orderservice/order/status/{orderId}/{status},8.734144187898455,8.734144187898455,0.0
62,ts-execute-service-HTTP GET /api/v1/orderservice/order/status/{orderId}/{status},56,ts-execute-service-ExecuteControlller.collectTicket,3.375671906968125,4.449322830609217,1.073650923641092
56,ts-execute-service-ExecuteControlller.collectTicket,58,ts-execute-service-HTTP GET /api/v1/executeservice/execute/collected/{orderId},4.292473269886828,4.292473269886828,0.0
58,ts-execute-service-HTTP GET /api/v1/executeservice/execute/collected/{orderId},83,ts-gateway-service-HTTP GET /api/v1/executeservice/execute/collected/{orderId},4.779908543617546,4.779908543617546,0.0
148,ts-order-service-OrderController.modifyOrder,139,ts-order-service-HTTP GET /api/v1/orderservice/order/status/{orderId}/{status},11.584855613807807,11.584855613807807,0.0
12,ts-order-service-5b67c48447-4d4rx,139,ts-order-service-HTTP GET /api/v1/orderservice/order/status/{orderId}/{status},0.024600831494742792,11.584855613807807,11.560254782313065
10,ts-inside-payment-service-6f94c49ccd-ql78t,98,ts-inside-payment-service-HTTP GET /api/v1/orderservice/order/status/{orderId}/{status},0.38687197694566144,9.726105186584139,9.339233209638477
7,ts-execute-service-775f544d9-xhnd8,62,ts-execute-service-HTTP GET /api/v1/orderservice/order/status/{orderId}/{status},0.09348880762703438,8.734144187898455,8.64065538027142
7,ts-execute-service-775f544d9-xhnd8,56,ts-execute-service-ExecuteControlller.collectTicket,-0.002350139717224309,4.449322830609217,4.451672970326442
7,ts-execute-service-775f544d9-xhnd8,58,ts-execute-service-HTTP GET /api/v1/executeservice/execute/collected/{orderId},0.09160308447320364,4.292473269886828,4.200870185413624
9,ts-gateway-service-6f6cfc45b-m2jwn,83,ts-gateway-service-HTTP GET /api/v1/executeservice/execute/collected/{orderId},-0.20284990633172573,4.779908543617546,4.982758449949272
60,ts-execute-service-HTTP GET /api/v1/orderOtherService/orderOther/status/{orderId}/{status},56,ts-execute-service-ExecuteControlller.collectTicket,0.2791141720892014,4.449322830609217,4.170208658520016
61,ts-execute-service-HTTP GET /api/v1/orderOtherService/orderOther/{orderId},56,ts-execute-service-ExecuteControlller.collectTicket,0.01526371387405856,4.449322830609217,4.434059116735159
63,ts-execute-service-HTTP GET /api/v1/orderservice/order/{orderId},56,ts-execute-service-ExecuteControlller.collectTicket,0.02107950555810234,4.449322830609217,4.428243325051115
55,ts-execute-service-BasicErrorController.error,58,ts-execute-service-HTTP GET /api/v1/executeservice/execute/collected/{orderId},-0.5409254433803188,4.292473269886828,4.8333987132671465
277,ts-travel2-service-HTTP POST /api/v1/seatservice/seats/left_tickets,283,ts-travel2-service-Travel2Controller.getTripAllDetailInfo,-0.1190357177647492,3.2437043531182144,3.3627400708829636
286,ts-travel2-service-TripRepository.findByTripId,283,ts-travel2-service-Travel2Controller.getTripAllDetailInfo,3.2437043531182144,3.2437043531182144,0.0
275,ts-travel2-service-HTTP POST /api/v1/basicservice/basic/travel,283,ts-travel2-service-Travel2Controller.getTripAllDetailInfo,-0.096492716550439,3.2437043531182144,3.3401970696686534
25,ts-travel2-service-5c66d57d58-klvkm,283,ts-travel2-service-Travel2Controller.getTripAllDetailInfo,-0.16595195464602241,3.2437043531182144,3.409656307764237
