0,1,2,3,4,5,6,7
0.211727,0.121483326,0.12432361,0.12739325,0.13189292,0.13488054,0.13636494,0.13734198
0.211727,0.12397671,0.12126243,0.1250335,0.12859178,0.13150084,0.13299799,0.13406754
0.211727,0.072924614,0.0747515,0.079559326,0.08448422,0.088354945,0.08995187,0.09153092
0.211727,0.14879727,0.15092492,0.15551043,0.16060233,0.16394544,0.16543317,0.16737247
0.211727,0.06301141,0.061221242,0.061274767,0.061555624,0.061515093,0.06162834,0.061793447
0.211727,0.12482035,0.12773442,0.13425612,0.14174116,0.1481353,0.15112281,0.15345931
0.23375124,0.07572472,0.09185922,0.09509635,0.093141556,0.096568584,0.098204136,0.09776187
0.211727,0.09084654,0.09077442,0.096472025,0.10269654,0.10973084,0.111735225,0.11414719
0.211727,0.08209443,0.08185744,0.081851244,0.08116579,0.074303865,0.07244539,0.07152736
0.27930558,0.352749,0.37803733,0.40043628,0.41590357,0.42622375,0.431939,0.4372363
0.406598,0.08559394,0.09307575,0.097782135,0.08827257,0.083779454,0.08314192,0.08206272
0.406598,0.6615386,0.6342801,0.64167416,0.64692736,0.6434792,0.6272305,0.6134666
0.43542492,0.085383415,0.19907713,0.16846395,0.1329441,0.11183655,0.113147855,0.114207864
0.43542492,0.05652654,0.07128167,0.0726341,0.08159852,0.07300985,0.07063401,0.07232833
0.406598,0.083497286,0.10250914,0.098548055,0.08486736,0.081709266,0.0808655,0.080144644
0.406598,0.7537596,0.7307384,0.7351643,0.7404784,0.73852503,0.7251811,0.71383595
0.43542492,0.07232237,0.11895287,0.10023427,0.08251643,0.10010183,0.111661315,0.11269331
0.51293397,0.5342812,0.52463996,0.52354276,0.52315223,0.52658,0.49979353,0.482166
0.7194374,0.5043955,0.55965185,0.5734378,0.66892874,0.62763715,0.61121154,0.58991635
0.6218138,0.13312721,0.07938433,0.09925437,0.12527609,0.17374301,0.2529124,0.27002597
0.51293397,0.1477282,0.1357665,0.13882351,0.14764023,0.14746511,0.139822,0.13369083
0.51293397,0.06322074,0.057050228,0.0609231,0.065906525,0.075045824,0.082166195,0.087579966
0.5414733,0.081166744,0.09805155,0.094976425,0.10303712,0.12442505,0.13869035,0.15785718
0.51293397,0.073418856,0.06662965,0.08411658,0.096346855,0.10607147,0.11053932,0.11432719
0.51293397,0.42530906,0.4170531,0.41691387,0.41783702,0.42303967,0.39860094,0.38254535
0.7194374,0.47047162,0.44720304,0.39744782,0.5245478,0.60166633,0.5870503,0.5687822
0.7194374,0.43466234,0.090583324,0.16248727,0.3021357,0.3965323,0.6330168,0.6589781
0.7194374,0.2243154,0.046979427,0.10179973,0.16893435,0.27596617,0.44851148,0.51928616
0.7194374,0.07730293,0.09858894,0.08888388,0.07767439,0.10795236,0.15501261,0.14996767
0.7194374,0.061836004,0.09587407,0.095727205,0.09738517,0.06609392,0.06485295,0.061654806
0.2075187,0.23941827,0.23655128,0.2515788,0.26110268,0.27108216,0.27339983,0.2744434
0.2075187,0.24305415,0.24076986,0.25488353,0.26591444,0.27801657,0.2787714,0.27798033
0.2075187,0.1556058,0.15562868,0.17009449,0.18402958,0.1967659,0.20240712,0.20707917
0.0,0.045805812,0.04478407,0.045735598,0.04648459,0.047775626,0.048235655,0.048087
0.2075187,0.07904041,0.078792214,0.08050239,0.08217549,0.08293605,0.08306086,0.08355987
0.14793104,0.14051771,0.14322615,0.14608788,0.14962292,0.15269446,0.15428281,0.1560359
0.0,0.05905986,0.05686903,0.056364417,0.05656588,0.05613208,0.05568111,0.055482388
0.16595626,0.4016651,0.40062082,0.42807066,0.44884527,0.4554528,0.46076834,0.4680947
0.739185,0.13532138,0.33963108,0.33827448,0.34204626,0.32983685,0.20311141,0.19252312
