0,1,2,3,4,5,6,7
0.19208622,0.081801325,0.4905243,0.4903717,0.0,0.0,0.63551325,0.937762
0.5689793,0.40792024,0.36291504,0.36286926,0.0,0.0,0.6692147,0.9418967
0.3012874,0.15959716,0.5707569,0.5695839,0.0,0.0,0.74542207,0.944254
0.3249871,0.23632777,0.65966797,0.65963745,0.0,0.0,0.35020256,0.8744831
0.35229066,0.24865237,0.59176636,0.5917206,0.0,0.0,0.38153243,0.8828361
0.15152954,0.08133383,0.09123039,0.09084225,0.0,0.0,0.3631729,0.88887703
0.12213309,0.05855079,0.3281021,0.3277893,0.0,0.0,0.22982013,0.87291765
0.28917545,0.18404981,0.24045563,0.24029541,0.0,0.0,0.34696567,0.8780132
0.18329813,0.11208454,0.33145142,0.33135986,0.0,0.0,0.37737823,0.888179
0.698287,0.67841756,0.6874695,0.68743896,0.0,0.0,0.82532775,0.8393128
0.46092597,0.34372807,0.52643204,0.5259266,0.0,0.0,0.35374445,0.89521116
0.6605873,0.5796261,0.77201843,0.7719116,0.0,0.0,0.8034394,0.8304164
0.7528912,0.7155137,0.6412964,0.64123535,0.0,0.0,0.8500115,0.83599734
0.1628159,0.08718212,0.6896591,0.6891556,0.0,0.0,0.2446121,0.8492769
0.47754174,0.31352904,0.96157455,0.9615059,0.0,0.0,0.36081076,0.89434093
0.24955522,0.16573422,0.6120758,0.6114578,0.0,0.0,0.44664717,0.8958785
0.45105395,0.34371412,0.37060547,0.37052917,0.0,0.0,0.3372475,0.8732139
0.31002456,0.16828474,0.2410984,0.24020672,0.0,0.0,0.7239723,0.94298804
0.2516798,0.152368,0.28065872,0.2799244,0.0,0.0,0.5204252,0.8969386
0.0,0.0,0.0,0.0,0.0,0.0,0.6930704,0.9406219
0.18995097,0.11170986,0.87286377,0.8727875,0.0,0.0,0.11478442,0.880785
0.32996166,0.22052887,0.75930786,0.7592163,0.0,0.0,0.33571494,0.8801532
0.18548687,0.10362384,0.7077408,0.7072849,0.0,0.0,0.25594443,0.8651212
0.12177923,0.056089573,0.019519806,0.019391537,0.0,0.0,0.321854,0.8592397
0.2685775,0.16014367,0.5649662,0.56394863,0.0,0.0,0.46737182,0.9002729
0.5734479,0.41376364,0.92793274,0.927845,0.0,0.0,0.7260991,0.9427169
0.24161825,0.15374422,0.8014679,0.80137634,0.0,0.0,0.3246621,0.88376844
0.14293575,0.077140644,0.038970947,0.03883171,0.0,0.0,0.3037551,0.8805907
