0,1,2,3,4,5,6,7,8
0.59957737,0.46401358,0.38568833,0.38557705,0.0,0.0,0.9131643,0.92369044,0.2076658
0.6982958,0.57868826,0.64329726,0.6432732,0.0,0.0,0.82771313,0.9182695,0.28666928
0.7105585,0.58749115,0.49398023,0.4936855,0.0,0.0,0.88466793,0.83691245,0.51156306
0.5699035,0.48616195,0.50121886,0.5009226,0.0,0.0,0.74637634,0.8385619,0.25419343
0.6594214,0.5797566,0.4011916,0.40102354,0.0,0.0,0.72825193,0.86051553,0.5335798
0.6613,0.5306401,0.5529354,0.55284977,0.0,0.0,0.70037895,0.8584183,0.3397982
0.49242932,0.41859382,0.2720036,0.27196777,0.0,0.0,0.6789597,0.84055364,0.0
0.60743,0.47139627,0.50628644,0.50604635,0.0,0.0,0.73672426,0.79445916,0.33766803
0.64457643,0.5546883,0.5004404,0.50022936,0.0,0.0,0.720506,0.87030876,0.23232679
0.63634133,0.614229,0.79558796,0.79507446,0.0,0.0,0.62405485,0.6994874,0.57053494
0.6639833,0.5823424,0.53861856,0.53858775,0.0,0.0,0.68843675,0.7655909,0.3210668
0.5730492,0.48333335,0.5058605,0.50579405,0.0,0.0,0.64479417,0.8532472,0.49113148
0.74769884,0.64506996,0.6938948,0.69368017,0.0,0.0,0.8662947,0.9309894,0.556412
0.6292699,0.5135291,0.4618185,0.46175808,0.0,0.0,0.9001667,0.91756064,0.25258878
0.7434181,0.6288729,0.35864192,0.3581335,0.0,0.0,0.66441834,0.6511907,0.20460513
0.7300012,0.61028665,0.48032534,0.4799071,0.0,0.0,0.9074714,0.93165094,0.24531722
0.6228093,0.5380055,0.33925015,0.3390785,0.0,0.0,0.5056577,0.8469706,0.49856845
0.7411682,0.6248357,0.42427263,0.42413962,0.0,0.0,0.8958706,0.9359089,0.49477047
0.6559259,0.5608154,0.41993672,0.41944408,0.0,0.0,0.64338446,0.8773901,0.5349016
0.0,0.0,0.0,0.0,0.0,0.0,0.61503136,0.8702098,0.31147066
0.4414927,0.35905617,0.5572068,0.5571999,0.0,0.0,0.40845826,0.7173705,0.24041712
0.60809606,0.5229145,0.4132089,0.4131601,0.0,0.0,0.8901516,0.78176844,0.48762086
0.66081244,0.55482584,0.40649924,0.40644556,0.0,0.0,0.69568497,0.8238431,0.27400944
0.5262573,0.43690568,0.40862665,0.40851152,0.0,0.0,0.7420232,0.8574173,0.50711715
0.6483472,0.5840573,0.4959204,0.4956,0.0,0.0,0.7257127,0.87264717,0.42803836
0.66715556,0.53235984,0.5028107,0.5025815,0.0,0.0,0.71561503,0.8584105,0.4142629
0.48519757,0.41102162,0.5183043,0.51824504,0.0,0.0,0.4778294,0.8418324,0.3111438
0.5798502,0.5004723,0.61863035,0.6185808,0.0,0.0,0.7050653,0.8441102,0.29820442
