u,u_name,v,v_name,score_diff,score,score_counter
29,ts-basic-service-HTTP POST /api/v1/trainservice/trains/byNames,18,ts-basic-service-BasicController.queryForTravels,11.555376861443264,15.040489639446578,3.4851127780033146
251,ts-train-service-HTTP POST /api/v1/trainservice/trains/byNames,29,ts-basic-service-HTTP POST /api/v1/trainservice/trains/byNames,20.961274144343268,20.961274144343268,0.0
18,ts-basic-service-BasicController.queryForTravels,25,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travels,4.282603875537843,4.282603875537843,0.0
198,ts-price-service-PriceController.query,195,ts-price-service-HTTP POST /api/v1/priceservice/prices/byRouteIdsAndTrainTypes,7.095129473007182,7.095129473007182,0.0
195,ts-price-service-HTTP POST /api/v1/priceservice/prices/byRouteIdsAndTrainTypes,26,ts-basic-service-HTTP POST /api/v1/priceservice/prices/byRouteIdsAndTrainTypes,6.183315158136844,6.183315158136844,0.0
69,ts-food-service-FoodOrderRepository.save,66,ts-food-service-FoodController.createFoodOrder,5.1715246927353045,5.1715246927353045,0.0
26,ts-basic-service-HTTP POST /api/v1/priceservice/prices/byRouteIdsAndTrainTypes,18,ts-basic-service-BasicController.queryForTravels,-0.033319222614810684,15.040489639446578,15.073808862061389
66,ts-food-service-FoodController.createFoodOrder,73,ts-food-service-HTTP POST /api/v1/foodservice/orders,3.622346020687931,3.622346020687931,0.0
25,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travels,276,ts-travel2-service-HTTP POST /api/v1/basicservice/basic/travels,6.284297298829537,6.284297298829537,0.0
25,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travels,262,ts-travel-service-HTTP POST /api/v1/basicservice/basic/travels,5.374831516867935,5.374831516867935,0.0
279,ts-travel2-service-HTTP POST /api/v1/travel2service/trips/left,89,ts-gateway-service-HTTP POST /api/v1/travel2service/trips/left,3.419882830083496,3.419882830083496,0.0
73,ts-food-service-HTTP POST /api/v1/foodservice/orders,176,ts-preserve-other-service-HTTP POST /api/v1/foodservice/orders,3.9256138871760977,3.9256138871760977,0.0
78,ts-food-service-Session.merge foodsearch.entity.FoodOrder,69,ts-food-service-FoodOrderRepository.save,1.8472881060669435,6.625140914119936,4.777852808052993
