0,1,2,3,4,5,6,7
0.3135701,0.0972316,0.09062592,0.09950731,0.107944,0.11312676,0.11523826,0.111088514
0.3135701,0.1012705,0.10045595,0.1073784,0.11301206,0.11411447,0.11505287,0.116022386
0.3135701,0.077280134,0.07321717,0.07980598,0.088658646,0.09864192,0.09527836,0.08948305
0.31355593,0.12921101,0.11874601,0.13144523,0.14374118,0.15092747,0.15340823,0.14830501
0.3135701,0.057268824,0.055330914,0.059620667,0.06584791,0.07336175,0.076742046,0.07576321
0.3135701,0.098865606,0.09813228,0.10455627,0.10970516,0.11052923,0.111320496,0.112171575
0.33392587,0.07654493,0.12209397,0.11662175,0.10615086,0.10385033,0.10550686,0.09899256
0.3135701,0.120935164,0.11442503,0.11961701,0.12704885,0.13619944,0.14016198,0.14216487
0.3135701,0.053389013,0.050111666,0.054351572,0.060381066,0.06757974,0.070962794,0.074056566
0.20380688,0.3166956,0.29201433,0.3063359,0.32835,0.34737784,0.3565053,0.36457294
0.47517663,0.09942971,0.10057405,0.0970823,0.09742078,0.106772505,0.11067334,0.11110073
0.47829917,0.7270646,0.70380574,0.6954403,0.69654506,0.69149625,0.69538444,0.67927
0.5771163,0.22225255,0.2589072,0.27578253,0.24618466,0.25922114,0.2761615,0.28208235
0.5771163,0.10043973,0.07878374,0.08744073,0.103596136,0.11472426,0.14188416,0.15673347
0.47499564,0.19769485,0.11230149,0.14031875,0.18148798,0.24289252,0.2592688,0.25613967
0.47829917,0.8053969,0.7867093,0.7793432,0.7791233,0.7844398,0.7855661,0.7619848
0.5771163,0.20567557,0.25479135,0.27177128,0.22829188,0.24423262,0.26738673,0.27170402
0.5520591,0.27835634,0.22770222,0.23746198,0.25801867,0.30546117,0.3480234,0.37273917
0.8115958,0.6238611,0.6898789,0.717603,0.62162286,0.5852865,0.6039709,0.59570426
0.5473121,0.11815298,0.10365141,0.13188358,0.20063372,0.17357682,0.21408318,0.22583011
0.55210066,0.1285778,0.08399329,0.09323137,0.08567071,0.13654172,0.19404207,0.24265876
0.5522302,0.083825015,0.055450775,0.064310305,0.0795093,0.11932243,0.16141868,0.1964962
0.6221997,0.12457603,0.13415292,0.13097884,0.10102626,0.13950877,0.15710458,0.23801765
0.5522321,0.084769905,0.09956428,0.078867555,0.09022705,0.0898084,0.111720115,0.13602912
0.5520591,0.25287756,0.20145878,0.2123309,0.23407982,0.28375766,0.32827562,0.35488918
0.8115971,0.5794506,0.5265999,0.58205867,0.5802848,0.52935433,0.5658522,0.5707759
0.801601,0.3999803,0.13938706,0.25242558,0.40217605,0.42536628,0.49594483,0.5515065
0.80493337,0.29953602,0.12683626,0.21582194,0.31006798,0.34532347,0.4155983,0.4784851
0.8113686,0.13350147,0.09429841,0.097666755,0.08017361,0.11740366,0.15807843,0.24098101
0.80853266,0.09734337,0.1588986,0.15003602,0.15525128,0.1111422,0.13931237,0.22127962
0.2869002,0.2960519,0.26383257,0.2642391,0.2783779,0.29410258,0.30081677,0.30667472
0.28704742,0.29686016,0.26420793,0.2646544,0.2789836,0.2949453,0.30180562,0.307815
0.28711304,0.3210651,0.2961422,0.29433993,0.30363393,0.31491196,0.31932706,0.32290417
0.1752607,0.06339988,0.0629956,0.06537512,0.06811554,0.07057011,0.071629375,0.07274883
0.2869981,0.10186183,0.10878056,0.09558933,0.09341015,0.095593415,0.09659389,0.09728752
0.24835543,0.16384917,0.16435704,0.17019062,0.17349096,0.17483968,0.17534822,0.17581807
0.17524308,0.11021389,0.10423185,0.10411302,0.1049088,0.10568913,0.10604487,0.1063911
0.24849628,0.12571724,0.11524364,0.1206378,0.12703449,0.1327489,0.13488221,0.13672909
0.8080444,0.14149755,0.11983366,0.13033539,0.14298767,0.09240185,0.14591904,0.37106088
0.808043,0.13022324,0.3297097,0.41818434,0.47693777,0.19622335,0.11288605,0.29088804
0.8080444,0.16346607,0.1281593,0.13635983,0.14968398,0.10932687,0.19638929,0.42823
0.808043,0.13003595,0.32498938,0.41354573,0.47182763,0.2013695,0.11201063,0.27246213
0.808043,0.097788826,0.30087292,0.30275783,0.1952749,0.20500562,0.14360249,0.23584476
0.48688632,0.07211305,0.061163094,0.06504535,0.0709628,0.0808985,0.08796091,0.09251681
0.48688418,0.09940388,0.09238511,0.0945618,0.09355385,0.1006531,0.10733481,0.11026807
0.4868828,0.07901623,0.062883586,0.06671757,0.073402375,0.08599205,0.09484957,0.099658646
0.48688418,0.08764532,0.13214575,0.13316436,0.10851688,0.09295874,0.082673736,0.078716874
0.48688418,0.05903052,0.054703075,0.05718252,0.060987424,0.068739384,0.070482686,0.0709491
0.48688418,0.08923118,0.0961074,0.08669646,0.08472322,0.08887601,0.093101524,0.09109488
0.29567337,0.1057981,0.100178465,0.109856196,0.12145936,0.12688173,0.12692903,0.12739877
0.29567337,0.118324794,0.11504872,0.12424394,0.12868388,0.13691328,0.14047538,0.14345942
