0,1,2,3,4,5,6,7
0.3703101,0.07119608,0.06963396,0.07632995,0.0831604,0.08732104,0.08859682,0.08531499
0.3703101,0.08871126,0.087880135,0.095207214,0.10222983,0.10427797,0.10571563,0.106229186
0.3703101,0.062215447,0.06137216,0.067379236,0.07378936,0.081498265,0.078181505,0.07336533
0.3703101,0.09140301,0.08789945,0.09836674,0.10621095,0.110477924,0.112831354,0.108556986
0.3703101,0.04936385,0.05018127,0.053872824,0.057761192,0.0616138,0.06329906,0.061421752
0.3703101,0.088152885,0.08768821,0.094325304,0.100045085,0.10165298,0.102828026,0.1033299
0.3996191,0.07055032,0.12209487,0.11649549,0.10384381,0.09913504,0.09883416,0.09072852
0.3703101,0.10909617,0.10265446,0.10893774,0.11689007,0.12987721,0.13436353,0.13619792
0.3703101,0.04342556,0.042935133,0.04651487,0.050605178,0.055064917,0.05713749,0.059034348
0.17673665,0.31656098,0.3227054,0.34015596,0.3530619,0.36986887,0.38297582,0.39212155
0.4708803,0.08241582,0.09461069,0.08936882,0.08631158,0.08715916,0.088069916,0.08707404
0.4708803,0.7287078,0.7079034,0.700896,0.7015476,0.6930438,0.6950792,0.6776389
0.5778935,0.18371761,0.2544918,0.26142836,0.22558987,0.22075748,0.22891021,0.23254561
0.5778935,0.05810964,0.07388866,0.07820904,0.0873847,0.079134345,0.082505465,0.08647573
0.4708803,0.07906592,0.07483244,0.079105616,0.08461344,0.09245455,0.09533131,0.09305024
0.4708803,0.80928946,0.7922616,0.7857499,0.78523993,0.7886832,0.7888459,0.76449895
0.5778935,0.16901982,0.25018704,0.25769484,0.2098422,0.20820653,0.21958756,0.22243488
0.5690589,0.2619834,0.21976328,0.2251823,0.23722792,0.27890086,0.3399248,0.3739351
0.83601856,0.62517047,0.67419267,0.68193436,0.5971823,0.6415582,0.62386405,0.5725782
0.56723046,0.097418725,0.07271457,0.08798456,0.10594964,0.12904072,0.2090109,0.22968507
0.5690589,0.088395834,0.07674694,0.07968974,0.06515896,0.08484769,0.14755881,0.19879854
0.5690589,0.06467843,0.050257087,0.055885673,0.063091636,0.084442735,0.12987804,0.16544282
0.63960373,0.0922215,0.12716389,0.118258,0.08043289,0.09284687,0.1412319,0.19818199
0.5690589,0.06512904,0.095751524,0.07219863,0.076375246,0.062122583,0.06833279,0.07761514
0.5690589,0.23532462,0.19281769,0.19930649,0.21235347,0.25664234,0.31951833,0.35513175
0.83601856,0.57956505,0.5011332,0.5279119,0.55314994,0.592124,0.5863601,0.54492867
0.8232349,0.4007964,0.09678054,0.23003459,0.34377027,0.34308636,0.57583344,0.6070986
