0,1,2,3,4,5,6,7
0.35712385,0.20134829,0.4159851,0.41577148,0.0,0.0,0.6489185,0.93729144
0.66656184,0.52492917,0.66522217,0.66519165,0.0,0.0,0.67003685,0.9406442
0.6265561,0.47541893,0.4545288,0.4541664,0.0,0.0,0.7749865,0.94335145
0.42512724,0.32189992,0.48731232,0.48688126,0.0,0.0,0.41020644,0.8927237
0.4656871,0.3590843,0.34059143,0.34038544,0.0,0.0,0.43515146,0.880713
0.41316795,0.24865222,0.6218033,0.6214371,0.0,0.0,0.39025104,0.8766024
0.30605897,0.20993236,0.2638855,0.26387024,0.0,0.0,0.24203712,0.8739834
0.4459249,0.28096986,0.50359344,0.5033188,0.0,0.0,0.40320182,0.8752556
0.44960552,0.33290797,0.45018005,0.44992828,0.0,0.0,0.4286201,0.89691395
0.6135657,0.5802136,0.98424816,0.9841094,0.0,0.0,0.4943142,0.6580539
0.62096715,0.52027047,0.69000244,0.68992615,0.0,0.0,0.76333576,0.89538103
0.46286982,0.35169047,0.5800476,0.5799713,0.0,0.0,0.5425816,0.79974294
0.65447044,0.5216143,0.7644844,0.7640686,0.0,0.0,0.8169323,0.9105189
0.38469812,0.23343821,0.13838196,0.13827515,0.0,0.0,0.6369334,0.9337914
0.60069317,0.44592297,0.3422165,0.34158897,0.0,0.0,0.7566776,0.9481088
0.602269,0.4482524,0.4263878,0.4258442,0.0,0.0,0.7455721,0.94517815
0.47106618,0.36527485,0.26587677,0.2656784,0.0,0.0,0.34734285,0.87274885
0.6233964,0.47517055,0.34980774,0.34963226,0.0,0.0,0.74385256,0.94684786
0.57805896,0.46077055,0.28717422,0.28656006,0.0,0.0,0.5710315,0.90035164
0.0,0.0,0.0,0.0,0.0,0.0,0.72263676,0.9456135
0.25993037,0.16563001,0.40527344,0.4052124,0.0,0.0,0.1289016,0.86585367
0.42910188,0.3142527,0.533432,0.5332794,0.0,0.0,0.6891691,0.9398583
0.41303772,0.26305503,0.4555664,0.45550537,0.0,0.0,0.2826457,0.8718887
0.30854183,0.20343164,0.08475113,0.08451271,0.0,0.0,0.37848073,0.88571393
0.4774531,0.3936513,0.42490387,0.42447662,0.0,0.0,0.53783095,0.8975006
0.5098853,0.3443006,0.16769028,0.1672554,0.0,0.0,0.46873754,0.8865237
0.40597695,0.3055113,0.5454407,0.5453491,0.0,0.0,0.34688318,0.8816417
0.42659646,0.326782,0.6465759,0.6464844,0.0,0.0,0.33965158,0.8872747
